2020-04-03 17:28:02.923 +02:00 [Information] Hello from tv movies!
2020-04-03 17:28:03.016 +02:00 [Error] Hello from movie error
2020-04-03 17:28:03.017 +02:00 [Warning] Hello from movies warning
2020-04-03 21:17:38.128 +02:00 [Information] Hello, from random songs!!
2020-04-13 15:47:53.779 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-13 15:47:53.779 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-13 15:47:53.780 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-13 15:47:53.781 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-13 15:47:53.782 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-13 15:47:53.891 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-13 15:47:53.892 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-13 15:47:54.008 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-13 15:47:54.009 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-13 15:47:54.064 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-13 15:47:54.065 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-13 15:48:12.003 +02:00 [Error] BOOK error in Gandalf: Object reference not set to an instance of an object.
2020-04-13 15:48:12.088 +02:00 [Error]    at Live.Core.BookStores.Gandalf.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Gandalf.cs:line 71
2020-04-13 15:48:18.080 +02:00 [Error] Network error in Livro: The remote server returned an error: (403) Forbidden.
2020-04-13 15:48:19.870 +02:00 [Information] Finish bestsellers update with 163 books
2020-04-13 15:48:19.870 +02:00 [Information] 51 from Bonito
2020-04-13 15:48:19.870 +02:00 [Information] 10 from Aros
2020-04-13 15:48:19.870 +02:00 [Information] 24 from Czytam
2020-04-13 15:48:19.870 +02:00 [Information] 30 from Empik
2020-04-13 15:48:19.870 +02:00 [Information] 28 from Gandalf
2020-04-13 15:48:19.870 +02:00 [Information] 0 from Livro
2020-04-13 15:48:19.870 +02:00 [Information] 20 from Profit24
2020-04-13 17:16:09.154 +02:00 [Information] Start Tv movies updating
2020-04-13 17:16:29.581 +02:00 [Information] TVMovies UPDATED with 25 movies
2020-04-13 17:17:49.080 +02:00 [Information] Finish TV movies update with 1 youtube errors
2020-04-13 17:29:01.176 +02:00 [Information] Start radio songs updating
2020-04-13 17:29:15.925 +02:00 [Information] Radio Songs UPDATED with 582 songs
2020-04-13 17:29:41.818 +02:00 [Information] Finish radio songs update with 1 youtube errors
2020-04-13 18:29:41.857 +02:00 [Information] Start radio songs updating
2020-04-13 18:29:47.535 +02:00 [Information] Radio Songs UPDATED with 96 songs
2020-04-13 18:29:51.843 +02:00 [Information] Finish radio songs update with 1 youtube errors
2020-04-13 21:05:06.025 +02:00 [Information] Start radio songs updating
2020-04-13 21:05:06.031 +02:00 [Information] Start radio songs updating
2020-04-13 21:05:21.765 +02:00 [Information] Radio Songs UPDATED with 284 songs
2020-04-13 21:05:21.880 +02:00 [Information] Radio Songs UPDATED with 284 songs
2020-04-13 21:05:24.935 +02:00 [Warning] First ERROR from Song Update
2020-04-13 21:05:24.935 +02:00 [Warning] First ERROR from Song Update
2020-04-13 21:05:31.418 +02:00 [Information] Finish radio songs update with 18 youtube errors
2020-04-13 21:05:31.444 +02:00 [Information] Finish radio songs update with 18 youtube errors
2020-04-13 22:05:06.030 +02:00 [Information] Start radio songs updating
2020-04-13 22:05:08.820 +02:00 [Information] Radio Songs UPDATED with 89 songs
2020-04-13 22:05:10.041 +02:00 [Warning] First ERROR from Song Update
2020-04-13 22:05:12.090 +02:00 [Information] Finish radio songs update with 7 youtube errors
2020-04-13 23:05:06.030 +02:00 [Information] Start radio songs updating
2020-04-13 23:05:08.436 +02:00 [Information] Radio Songs UPDATED with 91 songs
2020-04-13 23:05:09.352 +02:00 [Warning] First ERROR from Song Update
2020-04-13 23:05:11.161 +02:00 [Information] Finish radio songs update with 1 youtube errors
2020-04-14 00:05:06.206 +02:00 [Information] Start radio songs updating
2020-04-14 00:05:24.349 +02:00 [Information] Radio Songs UPDATED with 88 songs
2020-04-14 00:05:25.645 +02:00 [Warning] First ERROR from Song Update
2020-04-14 00:05:27.386 +02:00 [Information] Finish radio songs update with 3 youtube errors
2020-04-14 17:34:47.083 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 17:34:47.282 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 142
2020-04-14 17:39:01.057 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 17:39:01.615 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 142
2020-04-14 18:04:07.693 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 18:04:07.882 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 19:20:55.745 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 19:20:55.849 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 19:23:51.474 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 19:23:51.530 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 19:46:44.748 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 19:46:44.978 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 19:51:54.906 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 19:51:54.930 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 19:52:32.176 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 19:52:32.250 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 19:53:55.071 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 19:53:55.091 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 20:05:25.004 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 20:05:25.026 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 20:39:08.494 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 20:39:08.616 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 20:40:58.753 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 20:40:58.809 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 21:17:35.423 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 21:17:35.536 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 21:18:47.206 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 21:18:47.236 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 21:20:43.442 +02:00 [Information] Start radio songs updating
2020-04-14 21:21:08.999 +02:00 [Information] Radio Songs UPDATED with 1071 songs
2020-04-14 21:21:59.513 +02:00 [Information] Finish radio songs update with 0 youtube errors
2020-04-14 22:21:59.631 +02:00 [Information] Start radio songs updating
2020-04-14 22:22:01.361 +02:00 [Information] Radio Songs UPDATED with 89 songs
2020-04-14 22:22:05.101 +02:00 [Information] Finish radio songs update with 0 youtube errors
2020-04-14 22:29:05.721 +02:00 [Information] Start Tv movies updating
2020-04-14 22:29:26.020 +02:00 [Information] TVMovies UPDATED with 31 movies
2020-04-14 22:30:06.762 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 22:30:06.788 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 22:30:43.751 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 22:30:43.768 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 22:30:49.383 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 22:30:49.384 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 22:31:01.568 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-14 22:31:01.625 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-14 22:31:06.423 +02:00 [Information] Finish TV movies update with 0 youtube errors
2020-04-15 14:33:38.322 +02:00 [Error] Facebook login Error: An error occurred while updating the entries. See the inner exception for details.
2020-04-15 14:33:38.419 +02:00 [Error]    at Microsoft.EntityFrameworkCore.Update.ReaderModificationCommandBatch.<ExecuteAsync>d__32.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at Microsoft.EntityFrameworkCore.Update.Internal.BatchExecutor.<ExecuteAsync>d__10.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at Microsoft.EntityFrameworkCore.Storage.Internal.SqlServerExecutionStrategy.<ExecuteAsync>d__7`2.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager.<SaveChangesAsync>d__61.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager.<SaveChangesAsync>d__59.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.DbContext.<SaveChangesAsync>d__48.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UserRepository.<SocialLoginAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UserRepository.cs:line 44
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Controllers.SocialUserController.<SocialLogin>d__3.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Controllers/SocialUserController.cs:line 107
2020-04-15 14:33:47.391 +02:00 [Error] Facebook login Error: An error occurred while updating the entries. See the inner exception for details.
2020-04-15 14:33:47.398 +02:00 [Error]    at Microsoft.EntityFrameworkCore.Update.ReaderModificationCommandBatch.<ExecuteAsync>d__32.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at Microsoft.EntityFrameworkCore.Update.Internal.BatchExecutor.<ExecuteAsync>d__10.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at Microsoft.EntityFrameworkCore.Storage.Internal.SqlServerExecutionStrategy.<ExecuteAsync>d__7`2.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager.<SaveChangesAsync>d__61.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.ChangeTracking.Internal.StateManager.<SaveChangesAsync>d__59.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Microsoft.EntityFrameworkCore.DbContext.<SaveChangesAsync>d__48.MoveNext()
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Repositories.UserRepository.<SocialLoginAsync>d__5.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Repositories/UserRepository.cs:line 44
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   at System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   at Live.Controllers.SocialUserController.<SocialLogin>d__3.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Controllers/SocialUserController.cs:line 107
2020-04-15 21:13:39.983 +02:00 [Warning] First ERROR from Song Update
2020-04-15 21:14:10.115 +02:00 [Information] Finish radio songs update with 1042 songs and 34 youtube errors
2020-04-15 21:27:53.244 +02:00 [Warning] Try get deactivate user: Mateusz Bieda
2020-04-15 21:28:02.553 +02:00 [Warning] Try get deactivate user: Mateusz Bieda
2020-04-15 21:29:08.012 +02:00 [Warning] Try get deactivate user: Mateusz Bieda
2020-04-15 21:29:26.350 +02:00 [Warning] Try get deactivate user: Mateusz Bieda
2020-04-15 21:31:08.208 +02:00 [Warning] Try get deactivate user: Mateusz Bieda
2020-04-15 21:56:29.559 +02:00 [Warning] Try get deactivate user: Mateusz Bieda
2020-04-15 22:33:42.017 +02:00 [Warning] First ERROR from Song Update
2020-04-15 22:33:42.666 +02:00 [Information] Finish radio songs update with 85 songs and 3 youtube errors
2020-04-15 22:36:37.286 +02:00 [Warning] First ERROR from TVMovie Update
2020-04-15 22:36:37.984 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:36:38.064 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:36:53.995 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:36:54.015 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:37:03.163 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:37:03.192 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:37:27.437 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:37:27.495 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:37:53.826 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:37:53.863 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:38:08.956 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:38:08.982 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:38:26.743 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:38:26.765 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:38:27.749 +02:00 [Error] Error while fimweb rating Object reference not set to an instance of an object.
2020-04-15 22:38:27.750 +02:00 [Error]    at Live.Core.TVMovie.getFilmwebRating() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/TVMovie.cs:line 144
2020-04-15 22:38:31.064 +02:00 [Information] Finish TV movies update with 47 and 32 youtube errors
2020-04-15 23:00:55.682 +02:00 [Error] First error in Yuotube: The remote server returned an error: (403) Forbidden.
2020-04-15 23:00:55.727 +02:00 [Error]    at System.Net.HttpWebRequest.GetResponse()
   at Live.Core.YouTube.SetID(String name) in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/YouTube.cs:line 94
2020-04-15 23:00:55.728 +02:00 [Warning] First ERROR from Song Update
2020-04-15 23:00:56.987 +02:00 [Information] Finish radio songs update with 106 songs and 9 youtube errors
2020-04-15 23:28:19.809 +02:00 [Information] Finish TV movies update with 0 and 0 youtube errors
2020-04-15 23:39:24.984 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.167 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.346 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.349 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.350 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.351 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.352 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.354 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.406 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.408 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.409 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.410 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.411 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.412 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.413 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.415 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.560 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.561 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.562 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.564 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.565 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.566 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.624 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.625 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.626 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.628 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.730 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.731 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.819 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.820 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.900 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.902 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.903 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.905 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:25.970 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:25.972 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.287 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.327 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.377 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.378 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.478 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.479 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.531 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.532 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.534 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
